account_id,entity_id,account_number,program_id,available_balance,bank_code
6357ea09-926e-8ca6-f5ff-05926cfc4005,0b7704e4-5fa5-2d1a-8e15-57c8a63424e1,43150974778570,21,27236481.25,TMBL
8b2286fe-9238-0634-78f9-6dcd08340238,32498ad1-ed02-5e68-701a-7a9e71534aca,58345538349413,46,-13552017.65,KKBK
f722c47e-5d0e-09db-8a5e-4c9aaf760cac,47cf69ac-8614-ac59-bccc-3baff0cacb94,36718163695667,21,23619870.97,HDFC
e61fb973-fe7b-e182-7fcb-31589d48686a,47cf69ac-8614-ac59-bccc-3baff0cacb94,15456766797046,46,-35434756.71,HDFC
372da2b2-e209-ba43-1528-364a4e5ebb65,47cf69ac-8614-ac59-bccc-3baff0cacb94,43199054266372,46,65180268.74,HDFC
f8c82293-09e4-97ee-9ea5-ee0e5fabfba8,4f715f4a-e4bf-8967-6221-3f76286da0c2,32909438316455,46,-21442763.83,RATN
701d30b4-3576-40a4-b8b0-aa155425bcff,4f715f4a-e4bf-8967-6221-3f76286da0c2,44732916231689,21,25043417.3,RATN
b47048ca-353f-5c9c-ed8f-7b55a6bde3f6,ff7ec0f7-1a07-2b79-20bf-78a1260018ff,27726358835802,46,47639105.19,CNRB
c3a41ffd-e5c6-6b35-ee06-7372c27d05cf,ff7ec0f7-1a07-2b79-20bf-78a1260018ff,33570673710826,46,20390741.77,CNRB
7ba1d9ac-84d7-970a-7de7-6de81bd1993d,ff7ec0f7-1a07-2b79-20bf-78a1260018ff,66425710638904,46,8778799.67,CNRB
74e77d08-ba97-8847-f57f-f42a69cf44ba,c70400e3-17e3-e2a3-bacc-aebf762f3fb9,44933845112025,21,5432083.39,SBIN
74d6e21b-cf58-46ae-8756-19b40386e9aa,5206dd09-d55d-8a2f-2d0e-4d9f822367b2,41084505385254,4,2742356.12,UBIN
dcd007a7-c482-bb32-a45d-036873c6a689,5206dd09-d55d-8a2f-2d0e-4d9f822367b2,58051506945013,21,-18067939.56,UBIN
62e74613-16cb-74f3-9a1c-79163f90363a,5206dd09-d55d-8a2f-2d0e-4d9f822367b2,79467448675953,46,-12979337.19,UBIN
47a90bb9-23ec-fd18-ffa9-a08d55f73619,5206dd09-d55d-8a2f-2d0e-4d9f822367b2,44098116071316,46,64183614.95,UBIN
5c91c106-652e-1928-bccd-cac274e0490d,5206dd09-d55d-8a2f-2d0e-4d9f822367b2,62876754330025,21,658534.69,UBIN
31e3d616-569f-f392-1eb8-a06d52df9043,5206dd09-d55d-8a2f-2d0e-4d9f822367b2,96958236283135,4,-26431850.78,UBIN
6439cad9-bf40-5c13-1264-c89964e1e6a1,5206dd09-d55d-8a2f-2d0e-4d9f822367b2,56978210270624,21,-15651903.87,UBIN
1d343e9d-27ff-0de1-68ed-f21ac3c80349,5206dd09-d55d-8a2f-2d0e-4d9f822367b2,91881781886579,46,49014827.23,ICIC
16fa116a-5f1d-74a9-8404-178bcf6ffcfe,5206dd09-d55d-8a2f-2d0e-4d9f822367b2,81430536183078,21,32024265.33,UBIN
b94e3f9f-3c90-24ab-ab2a-e9f501804067,5206dd09-d55d-8a2f-2d0e-4d9f822367b2,15284681348513,21,27413167.13,UBIN
13d2d9ed-3057-956a-7b49-961d60b9f7c5,f8c99ddd-1b53-7210-8d90-f41ab0dd327b,48618898432233,21,-5300847.96,RATN
9175e46d-2c3c-df9e-83bf-7fedd8cd8938,f8c99ddd-1b53-7210-8d90-f41ab0dd327b,72848656708172,4,27934498.81,RATN
c7a58cd2-320c-03b9-ebf3-8c1087cafe3e,f8c99ddd-1b53-7210-8d90-f41ab0dd327b,98804072120337,4,-20742445.0,CNRB
b9779f8b-907a-c38d-55ba-9c17348d433a,f8c99ddd-1b53-7210-8d90-f41ab0dd327b,51253866204536,46,-5384561.25,CNRB
7231d546-68f8-f511-7e56-727f97f0a34b,f8c99ddd-1b53-7210-8d90-f41ab0dd327b,18350690871406,4,43792179.5,CNRB
3191df7c-6f6f-0b92-8eb0-cc8d251a0f92,f8c99ddd-1b53-7210-8d90-f41ab0dd327b,60580825724158,46,39971107.16,CNRB
ee4156b1-7abb-13d1-77e3-dac40596bdf9,7fd29524-0d4d-5f75-f2f5-ff95676ecc3e,21390741291156,4,-34276393.84,HDFC
d5cd1a90-bdb6-1b86-f7d6-ba88a1e6a48f,8030930a-6772-9e4f-efa6-dec3e9e948e4,77636760425145,21,-29221058.12,AUBL
9cba8419-dc9f-dea3-f652-bd0a83dfc7ee,6f06e33e-ecc2-6fcd-5c5c-462179631f31,55690929771560,21,9348086.11,KKBK
163601b5-86c4-7b57-835b-e5edc1aa1535,24d6777b-b07b-6dd1-c7c1-d6b5211c30cf,75108823153955,46,74045294.99,UBIN
09014b0d-a46a-a78d-7358-faa75846dc85,ef3308f9-195f-7a95-9cd8-52351e850a30,88242564419067,46,-71622606.58,TMBL
50b242a2-bd12-2b6b-96c6-aa13dab24dcf,ef3308f9-195f-7a95-9cd8-52351e850a30,66605321544649,21,16133317.58,ICIC
2853731f-b0be-2eb7-2e4e-71286bd903b2,0391541b-d64e-3854-7ab7-f6b8f931202e,65119539632786,21,-50041733.26,UBIN
dc4059f6-225f-0c06-6d0d-1669bceed997,0391541b-d64e-3854-7ab7-f6b8f931202e,77911326589566,46,-20373239.74,UBIN
34b09b1f-fba5-0c1a-3787-d0a519ac6f58,2c9d8495-d7f4-872c-23d2-543a2254063b,85820950130740,21,-9577136.72,HDFC
485bceda-2a31-0a80-24e0-79cf18def879,2c9d8495-d7f4-872c-23d2-543a2254063b,88214840764930,4,-11820333.74,HDFC
f9c9d60a-696e-925b-185e-35e4c866edb8,2c9d8495-d7f4-872c-23d2-543a2254063b,13278717611459,21,-16351837.59,UBIN
d1797c1e-a710-f46e-964a-0d9dd5801c35,2c9d8495-d7f4-872c-23d2-543a2254063b,60057126711801,4,5288282.42,UBIN
37fd000a-6742-3bf2-0025-3ba0f14167ac,2c9d8495-d7f4-872c-23d2-543a2254063b,29464237881779,21,-16410222.67,UBIN
622fe173-3e3d-d80f-a56b-940e531a725d,2c9d8495-d7f4-872c-23d2-543a2254063b,87431130170360,21,-53498295.39,UBIN
84089062-ec60-7785-6e93-fda705b368d0,2c9d8495-d7f4-872c-23d2-543a2254063b,68355791668302,4,36194784.5,UBIN
aa0d9e4b-124f-c68e-5dd1-cfb8fadb064d,2c9d8495-d7f4-872c-23d2-543a2254063b,47820023112919,4,35114886.69,UBIN
efa94a98-3ef1-b3d5-c4ed-14f199f390bc,2c9d8495-d7f4-872c-23d2-543a2254063b,26929380530921,46,38726972.4,HDFC
df02199b-fe35-1359-89eb-81cb3f435c1d,2c9d8495-d7f4-872c-23d2-543a2254063b,40512126332784,21,-56629379.85,HDFC
fa294d80-bad5-2c06-bbc4-74f0c38b48e8,2c9d8495-d7f4-872c-23d2-543a2254063b,73339992508620,4,16956726.1,HDFC
0a67bc61-1644-157b-b5a0-1d58e765b86d,3acabcd2-ccfa-72c3-6059-182ef2a66016,28392359069047,46,32039154.23,SBIN
3c821e14-c12b-b487-083a-ec3048e9266e,47800a92-e714-46c4-a6e4-1a79472ff57e,18422465080453,46,-36248082.74,SBIN
9020d920-f831-ce73-372a-810dc5090035,21bf19d2-3d68-a561-fc93-e28a17e9aae4,89922588240479,46,5366929.93,KKBK
0c92f951-1908-a25a-91ea-664ac99d3e28,04991e7f-fac5-24e5-0140-82484e011ef4,78778931462210,46,349334.19,TMBL
5af7a927-69ff-4e97-f9bd-6310806e5d83,ad7b09f1-5219-2745-b7bf-22849d5cd9bd,27981543759231,46,78686026.34,CNRB
2752731f-77de-036e-277f-1951a1e20546,f824b1c8-cd51-916e-d8a9-88696d8b10a4,36308038908699,21,81979841.48,UTIB
eed3d730-218a-0bdd-1b05-db3c44ff4152,1f306a3e-9451-3c43-f381-7e44c91bcc04,97486315941779,4,-61574255.73,AUBL
10364b90-3358-0fe7-f0ea-601aeddd9a2e,4be9bb2f-c78b-d711-6c7e-660d9c69ae0c,73736603808320,46,104757080.23,TMBL
25fdd338-2c7b-2d11-f780-555efbacb0ec,4be9bb2f-c78b-d711-6c7e-660d9c69ae0c,64946980379244,4,-31609028.85,TMBL
31f3a98a-2f74-c0fe-2ad8-6ebffb23219d,819ed6a1-a0b8-c604-1e54-9cae6699c703,37686563688171,4,44226931.77,RATN
260a4258-674d-aab3-66d6-53f9bcb43962,ed70cb7e-a479-c8b2-455e-1af6a2770dc8,36921262974987,46,43819919.23,SBIN
918dc8ea-76bd-7065-a06b-6d820ad731e6,ed70cb7e-a479-c8b2-455e-1af6a2770dc8,13557125682120,46,-34827609.07,SBIN
5d45e223-3cec-908b-31fa-74175dd0014d,ed70cb7e-a479-c8b2-455e-1af6a2770dc8,75563368021173,21,24730711.75,SBIN
e9963e8b-4a18-10b8-5384-5b7871e770ec,b1bb2ed7-9dc4-cb57-d9bc-9340f8b1c63c,13885770255119,46,698650.23,AUBL
42c4f8d0-3136-6e0a-6531-a3d9f5b83a48,b1bb2ed7-9dc4-cb57-d9bc-9340f8b1c63c,10437160399955,46,27173200.19,AUBL
89872d40-cbca-9e14-a43d-5cf18c076442,c424e7af-c76c-4e1a-e0c0-57ca696c705c,75654557907488,46,14226892.1,CNRB
a8fba342-3635-8521-4edd-4d6889425e73,94c40edf-bd31-eb65-a317-4628274815fa,95398638143421,4,52853579.41,KKBK
a040da01-e858-cb4e-6989-c7852590f6eb,94c40edf-bd31-eb65-a317-4628274815fa,78085274295457,21,8015981.73,KKBK
cbdfbe21-89f2-6f29-4a22-1e4ecb3143c1,94c40edf-bd31-eb65-a317-4628274815fa,52447617156194,4,-1714962.78,SBIN
33ad927b-cd7f-18fb-c277-f7925616d403,6ac2db76-2272-0376-1f6b-ebc368a60286,53744072460478,46,48842569.32,UTIB
81e8a538-a2ea-bed5-272d-4bd71784ec55,6ac2db76-2272-0376-1f6b-ebc368a60286,49252278038419,4,28215838.59,UTIB
ccf30c54-441a-9969-3b0d-c983fcd67690,6ac2db76-2272-0376-1f6b-ebc368a60286,39217930039930,46,34272535.77,UTIB
dceea2de-99f2-df5e-3fff-50b630a87d17,33247f42-d378-5525-1f36-4255d711c5cc,56954279276725,4,-21583466.89,ICIC
9e2769f5-462d-abef-e7e1-f9910427addf,dd43b51b-893b-c13a-7a69-7cd737b680cc,48803586142700,21,-36810511.26,SBIN
a6e2599a-1e59-fb44-f1c9-330313ed27a4,cddb1add-52b5-9863-9698-1387f2fb03f7,63835109203669,4,-17708885.73,TMBL
dd38123c-4135-e08d-800d-bd5473d78f4f,cddb1add-52b5-9863-9698-1387f2fb03f7,90830807245098,46,-19832855.43,CNRB
9ff790cb-4690-6031-2809-da1f1a57e88a,066d0a58-83a4-1c2a-0849-f72c969b3d00,99550847559142,21,36447970.75,TMBL
f2e761c1-2291-db4e-c18f-520ed7b8369a,b724ebf1-f78c-3a99-afa4-02ea9a00b5c6,17086896089462,46,44039362.01,TMBL
20a9fc9e-060b-4353-7df9-a84f832fca3b,159a7574-db89-d918-8b65-0240512997d9,44621512539520,4,-1205211.58,ICIC
59100676-f19c-c515-d987-eaf652eb3172,bd2e0e41-d56d-43ff-0326-44d1eba31388,26263557619012,21,62236760.75,UBIN
1cb7f74b-836f-a0e4-5c28-99ba00ce6d7c,bd2e0e41-d56d-43ff-0326-44d1eba31388,41690842653298,46,59738775.75,UBIN
1730306e-66ec-9ac0-ffb3-3b5a7ad4131e,bd2e0e41-d56d-43ff-0326-44d1eba31388,35872571669358,46,14735956.66,UBIN
78d122f2-ee11-5aff-ce97-c5e626bbdccd,d371b610-767a-04eb-187e-52c4093b37a0,25708341846410,4,-27875670.86,HDFC
39d67aed-3985-3fd8-3954-80cdfa6134bc,d371b610-767a-04eb-187e-52c4093b37a0,78766844807916,21,68015065.98,RATN
683b74bb-6722-87d9-b9bd-5e2b4a84c420,218d0034-c8bd-41f7-744e-2e944c75b922,54665986854631,21,2559305.96,UBIN
70166285-d8bf-6f18-4971-c7fd79918742,218d0034-c8bd-41f7-744e-2e944c75b922,92732102399550,21,10046607.86,ICIC
9ef4d89a-a1cc-d894-598b-f7c304c45d01,6f0fde03-6295-39a7-b8fb-5bee6b1c43ea,12933319892231,21,-8584201.02,UTIB
f218faaa-6631-a9d1-401c-61fd21840f22,6f0fde03-6295-39a7-b8fb-5bee6b1c43ea,16028021181879,4,-30591613.05,UTIB
d9717a3b-417d-edf0-aea5-f291351dd501,6f0fde03-6295-39a7-b8fb-5bee6b1c43ea,46294622463730,46,-53745577.21,UTIB
60d8e99a-08fd-6a53-434b-891e0d3d9ea3,1fae544b-afa8-8a7d-d34d-61e27a2eb8e3,17224958836363,4,30314732.94,KKBK
5359875e-15c6-00b8-a388-5715b9dab8f4,91396849-a3ba-6b25-6e69-c7fe7960c24d,33645663677335,4,-26336042.16,AUBL
c55164b1-2975-00b4-951b-193cf206d20b,91396849-a3ba-6b25-6e69-c7fe7960c24d,98742676876896,46,127381249.16,AUBL
1fa7ad11-c95f-e405-c034-5c15fc404057,ed74bd45-3ff2-ced5-4b9c-a62a25de6068,28806364673615,46,-38442943.3,KKBK
8a5cae35-a3a5-e909-fe57-7df8440c15f0,14b3ddef-4436-f0a2-f7e3-2fe039c07447,27830596727088,21,-45295299.0,TMBL
6c4ace22-6ef7-c0f6-0242-0c35c9eb4724,65c7af3c-0fa6-6bfb-7563-68361861c992,61627660191613,46,25405548.62,CNRB
2ecc8e3a-c86c-7ae4-fd82-dd5e810a5509,65c7af3c-0fa6-6bfb-7563-68361861c992,54819846171384,21,66172539.16,CNRB
9dcf96e5-2928-f499-1bfe-96d60bbd4f29,f91e6d1e-23c7-dcd2-50bd-6177928c9a65,62239446748256,21,7583586.28,RATN
521ba197-35ff-cbcc-86da-9c4917383b1f,4d0af934-6f01-a1cb-713b-7fa659d28812,43906175038769,4,27889696.81,UBIN
2f83661e-6489-e80c-5744-8ddb8c3bbe7a,4d0af934-6f01-a1cb-713b-7fa659d28812,84408612390545,4,-68741896.7,UBIN
a7379558-eada-6ff5-a397-49896c74a977,21d8f441-7a56-2a3f-0318-703b90d66d61,22472249629821,21,-22100461.83,SBIN
2c983fdf-9d3e-526c-b8c3-bbe002254c3e,21d8f441-7a56-2a3f-0318-703b90d66d61,48555338125731,21,-37944629.17,SBIN
ac401ebd-d9da-f27f-dc27-0790ee1b6533,21d8f441-7a56-2a3f-0318-703b90d66d61,72078566359967,46,-70801834.0,SBIN
297efc9b-3f87-89f8-66e8-2292baf75c1a,7d13d810-2a45-5a31-4d4b-1d1096f78512,88141279625460,21,9679209.36,AUBL
6f4c6a2e-d92f-7b29-eed4-ba25809e2350,7d13d810-2a45-5a31-4d4b-1d1096f78512,43261444572108,46,-84713104.86,AUBL
ced8a042-128e-08b6-528b-1eb6fcaba337,8224b4a2-6ab9-42fc-83fb-607cb3b66a39,61097103918437,21,-47887838.64,KKBK
3a8884a9-3a48-003c-3430-35c7f89c5034,8224b4a2-6ab9-42fc-83fb-607cb3b66a39,16222595050653,4,-16487751.76,KKBK
c4834222-85e4-fe2b-610e-ccf4f954e6aa,a9b17813-9aab-60be-eb1f-02108c0a8582,25328717930064,46,-28251433.44,CNRB
b8cee1f8-0cef-ed32-874e-82c042430d64,a9b17813-9aab-60be-eb1f-02108c0a8582,16222434621950,21,20856340.09,CNRB
e71488ca-dbb7-0e47-ab0c-8561e18211b4,50511ac5-3b89-b420-bcfc-6241a5dff3a4,75509280279866,21,17223207.68,ICIC
2b3b437e-de0f-7815-d534-cf288129e077,f4a3b9cc-5696-b18e-c802-e2ca964f7822,35925397184992,21,40751949.84,ICIC
b711df0b-8a9d-8ff1-3990-3c87b9dd8b7e,8561bf0a-5e15-4105-8b7e-ad89a705da50,75137076117265,4,35095349.31,CNRB
efc995bd-4e48-ec7d-4d9e-a6bbdc0a35c0,49548a38-814b-362b-1c4f-85a89ddc604a,15975845113894,21,50632511.57,ICIC
c35531ab-1955-b325-f04d-489229cfc5e7,f5d5339e-5dcb-e545-6413-c1de50f36920,87629302036749,21,4923264.0,RATN
301a72ee-9e71-4dd0-7097-534d72c0aa93,ecc03ec6-bca8-670a-ff3d-a9d03f0c7f45,85197717829998,21,17138676.03,RATN
d2792935-89a4-d6a9-3dd7-96a020ff88e0,ecc03ec6-bca8-670a-ff3d-a9d03f0c7f45,18003586874525,4,25460548.08,TMBL
1b78d2b0-c28d-308f-fc51-aa1d478c7c09,ecc03ec6-bca8-670a-ff3d-a9d03f0c7f45,12138085581146,21,10666267.9,RATN
96be7f93-9a3f-b911-72ef-c93369dc3bfa,ecc03ec6-bca8-670a-ff3d-a9d03f0c7f45,15065993168379,21,-10887772.4,TMBL
7f65d6fe-20d7-d3b5-fc2c-0533db006ef4,7fc94344-53d6-bfd2-0b4e-ca8cc9952879,86826715583206,21,-8297701.37,AUBL
87f4d27d-1f2b-fa47-eb58-4929dcd7aa9b,065d310e-6f13-db9a-e113-40b757bb50f0,31123314014670,4,-27702335.93,AUBL
850133d4-c7e5-05bc-e7f6-9dae63cfcbd5,98d0ce0b-6124-8ed4-af3b-1b9d8c94b9f0,59344598607236,21,21864673.2,CNRB
080edb59-28b5-cacb-94f3-5eb554461fb7,8e21757a-2ed3-91ce-48ae-392f326cd3e8,48361978286205,4,1239393.04,HDFC
8218ee4d-f042-4977-cc67-1c5887dd7b4a,8e21757a-2ed3-91ce-48ae-392f326cd3e8,81597297360574,21,-21526950.03,HDFC
efce7b27-1b1f-5dcb-f5e6-f404e9705c8b,25f0fce4-af8c-e03a-c72a-44126e716c3f,54000847132360,4,-21489792.77,UTIB
6fc970c9-ba76-c821-44e5-bc8af9fdad85,25f0fce4-af8c-e03a-c72a-44126e716c3f,55059475659514,21,-43415949.11,UTIB
46e3c5fa-f9a8-bcaa-09a9-dbba3a0d3734,a24c3163-3c46-3327-d63e-daaf87980a1c,99018274554991,46,44153653.65,KKBK
feac3056-70f3-f95a-5223-3aff2fbd5e84,a24c3163-3c46-3327-d63e-daaf87980a1c,23511660107433,46,8144706.78,CNRB
1957916c-0e84-d20f-a30b-c640b4ef2e8a,a24c3163-3c46-3327-d63e-daaf87980a1c,84763354487133,46,-29512000.78,KKBK
7c7ce2e0-e06d-fa7f-8c1a-ba704d289795,d73e3f5a-4c00-18bd-0b10-6820a0425a9c,14657477104349,46,37341909.98,RATN
83399c66-2ff3-592b-14a1-324d33239f89,d73e3f5a-4c00-18bd-0b10-6820a0425a9c,52988389261567,4,-17417952.39,RATN
7a5ab505-8707-7697-8f8f-1b2407f42d64,1b1c179d-caf1-cad1-1b3e-4f7986c09ef7,89770134153972,21,-51260025.08,SBIN
ebf63ba2-fc0a-8b80-2ca5-62bd6738e422,b92bac18-f2e8-5a63-aa6e-910f5c540a00,69869256904370,21,45848891.57,KKBK
6bf8dc55-bea9-4eb9-8168-a1fd644f79e5,b92bac18-f2e8-5a63-aa6e-910f5c540a00,71669315742951,46,-16483879.58,SBIN
f92a4c13-0bdb-6827-9361-1add90249652,b92bac18-f2e8-5a63-aa6e-910f5c540a00,33698555403083,21,-11355963.61,SBIN
111b7e1e-d20c-ad73-a2fc-d2ce333f38a7,23ed4bbb-abbc-60a0-ffc5-53def636a4d0,47671731222530,46,6647200.81,UTIB
bbe33fae-2947-25e2-699d-3130b6e0b13a,bfb31411-ea95-c8a7-0622-abc18342e10e,42992295714914,4,50703568.91,ICIC
97cc017a-bfd5-96d2-6887-db8cae16c4ff,6b4b1376-daac-3cc2-aa6a-509bceecc68a,56929888914219,4,5801491.63,ICIC
3d946a9e-9ef6-ed7e-adb6-fa79765c7ed2,01aab4fe-7b1c-f221-22f3-4614bc98be76,51600513712930,4,-42964685.05,UTIB
3a5c188e-49b0-db6e-bfc9-e0a82e6b1547,01aab4fe-7b1c-f221-22f3-4614bc98be76,39420851668929,21,26755080.16,HDFC
b83cf770-6c71-aa14-cec8-196481c7dfe6,f75af97f-c531-bcaf-a66e-97d08eede034,37493255113405,21,-14399588.97,HDFC
a33a5795-1e2b-0494-5563-8729acc0874e,2a7d08e3-540f-7adc-9f91-903ae2eb4cb1,32576760248960,4,80516958.86,HDFC
9c75a216-fc9d-e390-6c90-43295f6a50f1,98963ea9-75e3-2282-1727-1f9c20d62a86,42854252219628,46,4955211.12,UTIB
0d036bf8-3d03-c0fc-54a7-3f674373202b,2e74b3aa-8912-411f-ae44-325debca678c,23494733014065,46,-84401419.92,SBIN
990edcf1-4f05-8adb-870d-1e0f81aa6040,eeda9c1f-f5e2-ded2-e5a3-fb17d9a869b8,88489387180321,21,19294598.89,CNRB
fb3c2f60-80bc-6970-2091-e1715aef8e54,eeda9c1f-f5e2-ded2-e5a3-fb17d9a869b8,64190745265008,4,82783911.69,CNRB
046f4abf-ac21-1ff4-6e1a-789b66880421,bd02e712-d93b-429b-dd0a-a4d880ee165e,22040778303446,46,68036811.54,HDFC
7810b784-8159-d410-304f-7182594eee83,cdea98d2-7d3f-aebc-076c-82edbbbf933a,72447340078810,46,78238171.55,UTIB
7e8f87a0-8150-cca1-884b-d5ad4dafe0ec,6e9cc9bb-a70f-f6c5-3ef4-631a8530bffa,86289982119817,4,-35790407.42,KKBK
e591c291-9528-2e19-d9bb-bc7fb77d0aee,77a65215-33cd-a2b2-3da6-e85944cdbfb8,31378210484703,4,41486095.84,RATN
48689718-db91-ff42-fc42-e1d975d26d39,77a65215-33cd-a2b2-3da6-e85944cdbfb8,23554053490353,21,-23879781.59,RATN
79be6086-6525-64de-723f-8f30776d26ac,a2618fca-cdec-9f72-740a-f755ccc44ea7,10775553142037,21,13971575.98,UBIN
b799e513-d506-7fdd-0e6b-a3e5a730a182,c8e641e5-8d93-e545-249d-14e43ef4bc21,14252530497083,4,-45918097.15,TMBL
